seriesID,year,period,periodName,latest,value,footnotes,item_name
APU0000720311,2024,M04,April,,13.662,[{}],Wine
APU0000720311,2024,M03,March,,13.308,[{}],Wine
APU0000720311,2024,M02,February,,13.391,[{}],Wine
APU0000720311,2024,M01,January,,13.345,[{}],Wine
APU0000FF1101,2025,M08,August,true,4.212,[{}],Chicken breast
APU0000FF1101,2025,M07,July,,4.204,[{}],Chicken breast
APU0000FF1101,2025,M06,June,,4.239,[{}],Chicken breast
APU0000FF1101,2025,M05,May,,4.216,[{}],Chicken breast
APU0000FF1101,2025,M04,April,,4.180,[{}],Chicken breast
APU0000FF1101,2025,M03,March,,4.160,[{}],Chicken breast
APU0000FF1101,2025,M02,February,,4.079,[{}],Chicken breast
APU0000FF1101,2025,M01,January,,3.969,[{}],Chicken breast
APU0000FF1101,2024,M12,December,,4.104,[{}],Chicken breast
APU0000FF1101,2024,M11,November,,4.011,[{}],Chicken breast
APU0000FF1101,2024,M10,October,,4.037,[{}],Chicken breast
APU0000FF1101,2024,M09,September,,3.974,[{}],Chicken breast
APU0000FF1101,2024,M08,August,,3.952,[{}],Chicken breast
APU0000FF1101,2024,M07,July,,3.946,[{}],Chicken breast
APU0000FF1101,2024,M06,June,,4.046,[{}],Chicken breast
APU0000FF1101,2024,M05,May,,4.118,[{}],Chicken breast
APU0000FF1101,2024,M04,April,,4.061,[{}],Chicken breast
APU0000FF1101,2024,M03,March,,4.106,[{}],Chicken breast
APU0000FF1101,2024,M02,February,,4.105,[{}],Chicken breast
APU0000FF1101,2024,M01,January,,4.086,[{}],Chicken breast
